image,preset,entropy,contrast,sharpness,colorfulness,brightness,entropy_improvement,contrast_improvement,sharpness_improvement,colorfulness_improvement
low00712,output_only,5.7975206,38.82110344081532,1081.0965639215972,42.90902695613319,193.20037083333332,23.557955,145.21579473841498,1670.8509064469456,180.03737148452538
low00713,baseline,4.670973,15.759292408761372,60.986078772899305,15.266896665664046,136.9710125,0.0,0.0,0.0,0.0
low00713,minimal,4.6562276,17.146929504226094,74.35686921789929,16.948148848395924,151.64762083333332,-0.31567806,8.805199240374941,21.924332100101555,11.012402975865369
low00713,balanced,6.5516634,39.419055539611584,814.8422335616497,41.688413346692144,176.87272916666666,40.26336,150.13214119751072,1236.1118634893203,173.06409586469073
low00713,aggressive,3.103546,48.983420331185506,2452.8640186428993,38.35794383706004,236.47784166666668,-33.556755,210.82245992182487,3922.0064447443883,151.24912205195457
low00713,illumination_only,5.5512123,18.5950452330647,74.80661889998262,16.790672706608454,151.68328333333332,18.844887,17.994163384688463,22.661794962336263,9.980915403530902
low00713,output_only,5.7699623,38.58906933098539,1073.847482252066,43.01899069545679,192.54729166666667,23.528065,144.86549478282294,1660.8075545418685,181.7795367162502
low00714,baseline,6.681082,30.201501240273352,307.2397778499306,26.21616010797246,104.48535416666667,0.0,0.0,0.0,0.0
low00714,minimal,6.798815,32.97574233128269,369.28568122914936,28.764704448698062,114.65869583333334,1.7621847,9.185772153968024,20.19461926883853,9.721272414530981
low00714,balanced,7.7892523,63.5212524774319,3361.4389706597226,45.16337694522402,144.09939583333335,16.586693,110.32481786940791,994.0767481942383,72.27304364642487
low00714,aggressive,5.0149813,74.31445031839074,8831.406479125677,49.38788057471531,204.64902083333334,-24.937586,146.06210706934425,2774.4345998841736,88.38716414344837
low00714,illumination_only,6.8661547,32.36829302779273,362.97080257333323,28.674977177291083,113.37651666666666,2.7701037,7.174450601912423,18.1392608448715,9.37901301789382
low00714,output_only,7.7568207,64.32355868794289,3854.6441648860423,44.28576139180782,145.96124583333332,16.101269,112.98132889555892,1154.6045280532717,68.9254307626093
low00715,baseline,6.6592503,29.958596641142368,358.73266853993056,22.519502216493855,105.5336,0.0,0.0,0.0,0.0
low00715,minimal,6.7765884,32.71095752742003,431.72142189914933,24.700006294897925,115.8166875,1.7620329,9.187215673840418,20.34628004644478,9.68273657846226
low00715,balanced,7.785035,63.69669618963098,3912.6613298699835,39.68580480970118,145.85569583333333,16.90558,112.61575417773682,990.6899964797782,76.22860589091658
low00715,aggressive,4.8949785,74.57812215020351,10202.965237061093,41.70225255225649,205.2757125,-26.49355,148.93730184872817,2744.169525621389,85.18283464415435
low00715,illumination_only,6.855303,32.12268253187043,424.2646977699827,24.599019686957842,114.4523,2.9440634,7.223588997343448,18.267650252421262,9.234295902601682
low00715,output_only,7.7453957,64.47558370541634,4464.2923771699825,39.56054702849806,148.00129583333333,16.310326,115.21563402229442,1144.4621771805714,75.67238675250516
low00716,baseline,4.784984,17.176315933247523,66.09945392901042,12.232899729948974,132.84494583333333,0.0,0.0,0.0,0.0
low00716,minimal,4.938698,18.65580667133597,80.87618685331596,13.403470032298983,147.21150833333334,3.2124183,8.613551030606367,22.355302572053727,9.569033738453541
low00716,balanced,6.3462486,40.23864131082953,723.3240079666493,24.08567765456453,164.78290833333332,32.628418,134.26817175003848,994.296495616266,96.89262714707952
low00716,aggressive,3.764338,52.58326862129602,2265.0085281955553,27.97395140691507,231.410775,-21.330189,206.13822443445304,3326.667534391634,128.67800786781856
low00716,illumination_only,5.4375277,19.936827027010356,78.10012452159724,13.513974303455319,147.57844166666666,13.63732,16.071613403543772,18.15547614882766,10.47237042554986
low00716,output_only,6.041272,41.89805210965378,1112.8848493832638,26.42707133926522,184.23499166666667,26.2548,143.92921201777247,1583.6521078955982,116.03276347116311
low00717,baseline,6.298893,22.883860139904467,69.77056171234376,13.278155555586302,110.335825,0.0,0.0,0.0,0.0
low00717,minimal,6.4187946,24.971122840935006,83.56312850651041,14.536763239614954,120.97647916666666,1.9035354,9.121112820431934,19.768461734666634,9.478783997971304
low00717,balanced,7.4081516,50.688428005902544,824.2136388888887,25.515547897859822,156.77322083333334,17.610374,121.50296189545821,1081.3200562825186,92.16183897713927
low00717,aggressive,4.213759,63.017041173228016,2419.2508214277077,24.019297488049332,221.82392916666666,-33.103184,175.3776713717107,3367.4377875901428,80.89332804919644
low00717,illumination_only,6.45736,25.153401150076437,85.50854522623263,14.844201269290972,123.4985,2.5157883,9.917649366395073,22.556767679146418,11.79415098090045
low00717,output_only,7.485186,53.8609467662383,1031.5336010012327,26.54966302657626,164.92133333333334,18.833359,135.3665266128617,1378.4653809354875,99.94993216815004
low00718,baseline,5.6274824,26.471697653395044,191.20886915414937,24.379134532096298,125.2035375,0.0,0.0,0.0,0.0
low00718,minimal,5.699169,29.189906214424994,240.14774336581593,26.940130272525654,140.7729625,1.2738688,10.268357536492696,25.59445826344638,10.50486733668778
low00718,balanced,7.119442,54.557617040452826,1711.6867115555551,41.711873109793174,153.304025,26.512028,106.09791542196656,795.1921106628282,71.09661155065818
low00718,aggressive,4.058812,65.98207033715346,5834.954368339564,41.20931617134501,220.05807916666666,-27.87517,149.25515243141626,2951.6128222250622,69.03518915772408
low00718,illumination_only,6.26712,30.69039346942812,219.98145200331598,26.236085705937693,137.72967083333333,11.366317,15.936627379438285,15.04772397663763,7.616969221760642
low00718,output_only,6.5116816,54.9595371737491,2503.2544774506773,44.55369902193839,167.037175,15.712161,107.61621673591621,1209.172784988648,82.75340727654344
low00719,baseline,5.6176596,26.555254431349983,191.20440180276034,24.285706378433037,125.18327916666667,0.0,0.0,0.0,0.0
low00719,minimal,5.669427,29.271106830439646,239.99745834859374,26.83421622739177,140.7264875,0.921511,10.227175213517988,25.518793545436562,10.493867500687328
low00719,balanced,7.1466002,54.639685691455924,1705.523046289566,41.603125000741,153.2694625,27.216684,105.75847176576355,791.9894260849302,71.30704107370221
low00719,aggressive,4.063246,66.14859822500009,5844.35868087889,41.19904094022714,219.94797083333333,-27.67013,149.09796438217484,2956.6025812040257,69.6431649886619
low00719,illumination_only,6.273844,30.751401344264647,219.65047176000007,26.197542495175764,137.698575,11.68074,15.801569229029393,14.877309146148049,7.8722689262212935
low00719,output_only,6.6429715,55.147554354594,2503.2643193074823,44.40745303751254,167.03655416666666,18.251587,107.6709695896914,1209.2085201520415,82.85427792600117
low00720,baseline,6.384322,29.277909490447456,221.11132921039925,10.899522075173746,108.04795,0.0,0.0,0.0,0.0
low00720,minimal,6.5311856,31.999840395001275,263.64354421789926,11.922017485487997,118.15383333333334,2.3003767,9.296875876475767,19.235656155378784,9.381103164543587
low00720,balanced,7.6401405,67.51756824970118,2811.1106721027077,20.581798647976065,165.53711666666666,19.670347,130.6092525893293,1171.3553313352777,88.8321203996275
low00720,aggressive,4.1401124,74.01400634089423,6689.642479047068,23.481654284114878,210.70685833333334,-35.151886,152.7981253751839,2925.463463557544,115.43746709408418
low00720,illumination_only,6.5956573,33.462315437786124,283.47657260770836,12.348192696793912,123.06297916666666,3.310221,14.292024328799569,28.205358639929866,13.291138929108264
low00720,output_only,7.615249,65.73851399918922,3113.6425380099827,20.507358968891754,161.45864166666667,19.280464,124.53281379477528,1308.178653318657,88.14915761859085
low00721,baseline,6.287047,29.63787201582912,243.46075342484377,10.969890873943612,110.1648,0.0,0.0,0.0,0.0
low00721,minimal,6.4402943,32.39304036917514,290.3054602437326,11.990474627460348,120.4639125,2.4375093,9.29610719647661,19.241173848313828,9.303499599443523
